Reg1,Reg2,Cat,Slope,p-value,CI,Significant
DBP_Distribution_STD,SBP_ED,Algorithm,"[ 0.08255816 -0.80319504  0.54171837  3.87914676  3.19800006 -2.16081202
 -0.77308318 -6.47431984  0.64560811]","[0.97971762 0.80474803 0.56256903 0.23549681 0.32693968 0.35483941
 0.59004612 0.05380767 0.06295203]","[[ -6.38982399   6.55494032]
 [ -7.27724339   5.67085331]
 [ -1.32024476   2.40368149]
 [ -2.59835057  10.3566441 ]
 [ -3.27696567   9.67296579]
 [ -6.79822678   2.47660274]
 [ -3.62940325   2.08323688]
 [-13.05822108   0.1095814 ]
 [ -0.03601561   1.32723183]]",False
DBP_Distribution_STD,SBP_ED,Dataset,"[ 3.37121431  4.8186118   0.28554426  2.00376559  1.64151546 -1.89644588
 -0.9031312   2.55403042  2.69186344  0.8872877 ]","[0.25696057 0.20079747 0.88384456 0.59776422 0.44578349 0.61914867
 0.81285921 0.49571061 0.27928076 0.01089232]","[[-2.52420721  9.26663584]
 [-2.6367378  12.2739614 ]
 [-3.61073927  4.18182779]
 [-5.55851792  9.5660491 ]
 [-2.63972774  5.92275865]
 [-9.49481051  5.70191875]
 [-8.50698334  6.70072094]
 [-4.90506294 10.01312378]
 [-2.24284709  7.62657396]
 [ 0.21231449  1.56226091]]",False
DBP_Distribution_STD,SBP_ED,Testing_Subject_Characteristics,[-1.1049084   0.26432432 -0.71381687  0.80545571],[0.24637202 0.81260716 0.68385835 0.01704501],"[[-2.99192767  0.78211086]
 [-1.95448631  2.48313495]
 [-4.20066874  2.77303501]
 [ 0.14867997  1.46223145]]",False
DBP_Distribution_STD,SBP_ED,Sensor_Data,"[ 1.63022017  6.15296538 -0.59982266  1.17549718 -1.67377144  2.56278287
  1.70522235 -3.5263812   0.7735461   0.74181648  2.17884641  1.75895347
  3.4491874   5.79401065  1.07575188  5.08395387  2.83495448 -5.2269098
  1.65749505  0.85177526]","[0.64624548 0.17646084 0.87173225 0.72349454 0.66642228 0.44387471
 0.63094168 0.44161231 0.86611685 0.87148151 0.62716638 0.69955445
 0.36086749 0.20323405 0.81373776 0.20481756 0.52876813 0.2605612
 0.67426173 0.01664604]","[[ -5.46914277   8.72958312]
 [ -2.86655545  15.1724862 ]
 [ -8.03280504   6.83315972]
 [ -5.46871475   7.81970912]
 [ -9.4359544    6.08841152]
 [ -4.11398756   9.2395533 ]
 [ -5.38892673   8.79937143]
 [-12.66785701   5.61509461]
 [ -8.40645403   9.95354624]
 [ -8.43265203   9.916285  ]
 [ -6.78621923  11.14391205]
 [ -7.35422107  10.87212801]
 [ -4.07085422  10.96922903]
 [ -3.23908364  14.82710494]
 [ -8.05816115  10.2096649 ]
 [ -2.87041351  13.03832126]
 [ -6.15214929  11.82205824]
 [-14.46054142   4.00672183]
 [ -6.22632272   9.54131282]
 [  0.16171636   1.54183417]]",False
DBP_Distribution_STD,DBP_ED,,1.1404552257769587,0.0015429410101626627,[0.4512788  1.82963165],True
DBP_Distribution_STD,DBP_ED,Calibration_Technique,[3.13981823 0.85825029],[0.00385662 0.01387149],"[[1.04759371 5.23204276]
 [0.18051806 1.53598252]]",True
DBP_Distribution_STD,DBP_ED,Algorithm,"[-0.47122388 -0.60259926  0.392905    3.64503276  2.8707815  -2.31547045
 -0.79399783 -6.25176652  0.94132149]","[0.882162   0.84974549 0.66757915 0.25374134 0.36768455 0.31142707
 0.56937146 0.05624449 0.01453371]","[[ -6.80676076   5.864313  ]
 [ -6.94148445   5.73628594]
 [ -1.42903851   2.21484851]
 [ -2.68445492   9.97452043]
 [ -3.4586068    9.2001698 ]
 [ -6.85441992   2.22347902]
 [ -3.57143683   1.98344118]
 [-12.67551675   0.17198371]
 [  0.19341469   1.68922829]]",False
DBP_Distribution_STD,DBP_ED,Dataset,"[ 4.3403678   4.94193126  0.68068015  3.39172653  1.98389111 -0.0581267
 -0.71538026  2.61844061  2.74617799  1.17477221]","[0.13623265 0.17787456 0.71828802 0.35321273 0.33638775 0.9872539
 0.84591935 0.47291614 0.25675201 0.00200887]","[[-1.41054056 10.09127615]
 [-2.3122982  12.19616072]
 [-3.07899243  4.44035273]
 [-3.86434543 10.64779849]
 [-2.11372615  6.08150838]
 [-7.31216184  7.19590844]
 [-8.05359255  6.62283202]
 [-4.63836121  9.87524244]
 [-2.05408025  7.54643623]
 [ 0.44825744  1.90128697]]",False
DBP_Distribution_STD,DBP_ED,Testing_Subject_Characteristics,[-1.3283428  -0.03477202 -1.67905892  1.14803591],[0.1424669  0.97345922 0.32480349 0.00181677],"[[-3.11558206  0.45889647]
 [-2.11504584  2.0455018 ]
 [-5.06011887  1.70200102]
 [ 0.44359592  1.85247591]]",False
DBP_Distribution_STD,DBP_ED,Sensor_Data,"[ 3.08392237  7.33952258  0.95671182  2.15068786  1.14322377  3.28313703
  2.87308613 -2.2175617   1.3894005   1.37365342  4.40555715  2.20429987
  4.11646988  6.93310042  2.07643702  5.72588348  4.81779024 -4.04064053
  2.53545205  0.98902406]","[0.40503115 0.11264499 0.80381183 0.52840033 0.77695218 0.33479198
 0.43249437 0.63552458 0.76384537 0.7663623  0.33739137 0.62983052
 0.28250816 0.1340815  0.65440491 0.15847344 0.29741013 0.39398
 0.52662145 0.01373923]","[[ -4.29979321  10.46763796]
 [ -1.7936391   16.47268427]
 [ -6.74732148   8.66074511]
 [ -4.66111281   8.96248854]
 [ -6.92857398   9.21502151]
 [ -3.49443544  10.0607095 ]
 [ -4.42723652  10.17340878]
 [-11.56876206   7.13363867]
 [ -7.86031967  10.63912066]
 [ -7.87284776  10.62015459]
 [ -4.73863682  13.54975112]
 [ -6.93631198  11.34491173]
 [ -3.50083977  11.73377953]
 [ -2.21577822  16.08197905]
 [ -7.19557137  11.34844541]
 [ -2.31243188  13.76419883]
 [ -4.38046513  14.01604561]
 [-13.48912269   5.40784164]
 [ -5.46032863  10.53123274]
 [  0.21183971   1.76620842]]",False
SBP_Error_STD,DBP_Error_STD,,0.883382065450746,8.205428709713657e-10,[0.63672734 1.13003679],True
SBP_Error_STD,DBP_Error_STD,Calibration_Technique,[0.79891097 0.89179197],[5.26645551e-01 8.97014333e-10],"[[-1.70706281  3.30488476]
 [ 0.6425659   1.14101803]]",False
SBP_Error_STD,DBP_Error_STD,Algorithm,"[ 1.17177388 -0.54341502  1.08387606  7.84995709 -0.70642527  0.0916741
  2.62579307 -1.34417656  0.91326502]","[7.53189507e-01 8.83545949e-01 2.96201898e-01 3.81149601e-02
 8.48976814e-01 9.72821907e-01 1.07453447e-01 7.50322659e-01
 4.45785999e-08]","[[-6.25044038  8.59398813]
 [-7.9349141   6.84808406]
 [-0.97393146  3.14168357]
 [ 0.44491352 15.25500066]
 [-8.09708231  6.68423178]
 [-5.26984094  5.45318914]
 [-0.58852878  5.84011492]
 [-9.75726339  7.06891028]
 [ 0.622157    1.20437304]]",False
SBP_Error_STD,DBP_Error_STD,Dataset,"[-3.17825542  6.94762932 -1.16685229 -3.51926868  1.62137912 -2.72333001
 -0.84123668  3.04753186  3.6573964   0.90292229]","[3.53890336e-01 7.86653666e-02 5.61689002e-01 3.66333411e-01
 4.56935370e-01 4.83458591e-01 8.29065137e-01 4.33303658e-01
 1.58869097e-01 7.29213232e-09]","[[ -9.98571175   3.62920091]
 [ -0.82151536  14.716774  ]
 [ -5.16844644   2.83474186]
 [-11.2564136    4.21787624]
 [ -2.71228425   5.95504249]
 [-10.45264726   5.00598723]
 [ -8.60562299   6.92314963]
 [ -4.68378288  10.77884659]
 [ -1.47209299   8.7868858 ]
 [  0.63571645   1.17012812]]",False
SBP_Error_STD,DBP_Error_STD,Testing_Subject_Characteristics,[-2.05237502  0.41649294 -1.47441873  0.85526455],[4.85477539e-02 7.25005203e-01 4.05564611e-01 1.65826806e-09],"[[-4.0912623  -0.01348774]
 [-1.93838653  2.77137241]
 [-4.99244865  2.04361118]
 [ 0.61216945  1.09835964]]",False
SBP_Error_STD,DBP_Error_STD,Sensor_Data,"[-0.15535509 -1.64657903 -1.26889134  2.05363198 -3.07901926  2.88660429
 -1.08079896  2.27716723 -3.80376699  1.34908308  1.12972985 -2.91022751
  1.4918461   5.0016246   1.21817331 -1.54863549 -1.1417414  -2.16721403
 -1.57621183 -0.7927101   0.86638239]","[9.69570266e-01 7.47584688e-01 7.60989359e-01 5.83250266e-01
 4.86405307e-01 4.42880299e-01 7.85711538e-01 6.54148746e-01
 4.58785776e-01 7.91147511e-01 8.24449003e-01 5.68427348e-01
 7.69119283e-01 2.36694883e-01 8.11829706e-01 7.61815972e-01
 7.97584158e-01 6.71905619e-01 7.56103252e-01 8.57614358e-01
 3.03572042e-08]","[[ -8.30466291   7.99395274]
 [-11.87909405   8.58593598]
 [ -9.61218498   7.07440231]
 [ -5.42449254   9.5317565 ]
 [-11.90802328   5.74998476]
 [ -4.61732316  10.39053174]
 [ -9.03234716   6.87074925]
 [ -7.88309815  12.4374326 ]
 [-14.04769706   6.44016308]
 [ -8.84117522  11.53934138]
 [ -9.05873328  11.31819297]
 [-13.1025778    7.28212278]
 [ -8.67384802  11.65754022]
 [ -3.39319186  13.39644106]
 [ -9.01808404  11.45443066]
 [-11.76780365   8.67053267]
 [-10.04669405   7.76321124]
 [-12.39678157   8.06235351]
 [-11.72578078   8.57335712]
 [ -9.63267205   8.04725185]
 [  0.60328336   1.12948143]]",False
SBP_Error_STD,SBP_ED,,-2.2364880685892277,1.2737118121249519e-07,[-2.9929837  -1.47999244],True
SBP_Error_STD,SBP_ED,Calibration_Technique,[ 2.54300084 -2.45733395],[6.91672744e-02 2.87037672e-08],"[[-0.20519837  5.29120004]
 [-3.23832533 -1.67634257]]",False
SBP_Error_STD,SBP_ED,Algorithm,"[-1.681093   -0.85880824  1.83886536  8.25959637 -1.23365016 -1.19406107
  1.00729777  7.19655617 -2.27970354]","[6.65190627e-01 8.24973057e-01 1.02179805e-01 3.68408419e-02
 7.50813719e-01 6.04478857e-01 5.56291294e-01 7.21131297e-02
 5.26802725e-07]","[[-9.41306964  6.05088364]
 [-8.59271279  6.8750963 ]
 [-0.37727679  4.05500751]
 [ 0.52167954 15.99751319]
 [-8.96861973  6.50131941]
 [-5.78094398  3.39282184]
 [-2.39811314  4.41270868]
 [-0.66671107 15.05982342]
 [-3.09127947 -1.4681276 ]]",False
SBP_Error_STD,SBP_ED,Dataset,"[ 7.68942435 10.32647127  1.46922278  2.25082901  6.26140966  2.22360515
  2.0047335   4.8138454   5.88852616 -2.39637634]","[1.36692390e-02 9.04710485e-03 4.64294854e-01 5.64019085e-01
 5.99474501e-03 5.70542433e-01 6.09222066e-01 2.13433105e-01
 2.34962925e-02 3.20989492e-09]","[[ 1.63643972 13.74240897]
 [ 2.67184748 17.98109505]
 [-2.5220561   5.46050166]
 [-5.51243444 10.01409247]
 [ 1.86694954 10.65586978]
 [-5.57631857 10.02352886]
 [-5.80076597  9.81023296]
 [-2.84458159 12.47227239]
 [ 0.8219532  10.95509911]
 [-3.08571829 -1.70703439]]",False
SBP_Error_STD,SBP_ED,Testing_Subject_Characteristics,[-4.44617266 -2.52078615 -4.32289843 -2.61380273],[4.77350264e-05 4.05662367e-02 1.51115194e-02 4.16304528e-10],"[[-6.48378136 -2.40856395]
 [-4.92996367 -0.11160863]
 [-7.78198648 -0.86381038]
 [-3.32401383 -1.90359163]]",True
SBP_Error_STD,SBP_ED,Sensor_Data,"[ 1.92132992 -0.60904292 -2.34019244  1.80749527 -0.43886926  2.36769802
 -1.99772835 -1.80028157 -4.66543153 -2.13108682 -2.3233928  -0.310673
 -1.80376413  3.64660899  1.95724694 -3.40332184 -2.22925778 -0.02000114
 -7.77132598 -2.19015818 -2.35412818]","[6.51819330e-01 9.10283322e-01 5.99786962e-01 6.50108158e-01
 9.24835126e-01 5.54656351e-01 6.38727454e-01 7.42523727e-01
 3.94662338e-01 6.98625307e-01 6.72803194e-01 9.53886370e-01
 7.41280072e-01 4.19863306e-01 7.17834319e-01 5.34838184e-01
 6.40319237e-01 9.97036712e-01 1.64336018e-01 6.43268768e-01
 5.97402595e-07]","[[ -6.58622352  10.42888336]
 [-11.41937259  10.20128675]
 [-11.24814153   6.56775665]
 [ -6.1539964    9.76898694]
 [ -9.74282176   8.86508325]
 [ -5.63363708  10.36903312]
 [-10.49909575   6.50363904]
 [-12.75529301   9.15472988]
 [-15.586878     6.25601494]
 [-13.13180579   8.86963215]
 [-13.31754862   8.67076301]
 [-11.05640596  10.43505996]
 [-12.72519851   9.11767025]
 [ -5.36463185  12.65784982]
 [ -8.86918468  12.78367857]
 [-14.34936057   7.5427169 ]
 [-11.76120726   7.3026917 ]
 [-10.79187604  10.75187376]
 [-18.83567966   3.2930277 ]
 [-11.63840497   7.2580886 ]
 [ -3.17695078  -1.53130557]]",False
SBP_Error_STD,DBP_ED,,-2.0195931033211654,6.747433942108884e-05,[-2.96725851 -1.07192769],True
SBP_Error_STD,DBP_ED,Calibration_Technique,[ 1.79170619 -2.18063056],[2.43009037e-01 3.73916773e-05],"[[-1.24534932  4.8287617 ]
 [-3.16442095 -1.19684016]]",False
SBP_Error_STD,DBP_ED,Algorithm,"[-0.381485   -1.04690721  1.29045545  9.0728676  -0.30404558 -2.31924641
  1.56740675  8.31641472 -1.93768414]","[9.29220562e-01 8.07555912e-01 2.98349833e-01 3.79659075e-02
 9.43505931e-01 4.52087022e-01 4.06519873e-01 6.00219538e-02
 3.08350827e-04]","[[-8.94112827  8.17815826]
 [-9.61107423  7.5172598 ]
 [-1.17108598  3.75199687]
 [ 0.52139713 17.62433808]
 [-8.85538179  8.24729063]
 [-8.45160567  3.81311285]
 [-2.1850593   5.31987281]
 [-0.36240942 16.99523887]
 [-2.94814553 -0.92722274]]",False
SBP_Error_STD,DBP_ED,Dataset,"[ 5.6910301   9.8713668   0.15788799 -1.76141613  4.49379086 -2.83688369
 -0.08935342  4.33796854  5.52630961 -2.1343811 ]","[1.04578157e-01 2.71364437e-02 9.44444041e-01 6.87291712e-01
 7.28088244e-02 5.17145597e-01 9.83879339e-01 3.23306460e-01
 6.00233184e-02 8.40770680e-06]","[[ -1.21843716  12.60049736]
 [  1.15572436  18.58700925]
 [ -4.35919575   4.67497173]
 [-10.47927226   6.95644   ]
 [ -0.42931878   9.4169005 ]
 [-11.55229266   5.87852529]
 [ -8.90589759   8.72719075]
 [ -4.38076449  13.05670157]
 [ -0.24099272  11.29361195]
 [ -3.00725712  -1.26150508]]",False
SBP_Error_STD,DBP_ED,Testing_Subject_Characteristics,[-3.37021784 -0.89658714 -1.07808355 -2.14214854],[5.87377699e-03 5.16916226e-01 6.31335790e-01 2.10258510e-05],"[[-5.7319224  -1.00851328]
 [-3.6455152   1.85234092]
 [-5.54590432  3.38973721]
 [-3.07301392 -1.21128316]]",False
SBP_Error_STD,DBP_ED,Sensor_Data,"[ -1.54149353  -3.47671855  -6.10767951  -0.40214438  -7.72772362
   0.77325539  -4.72402701  -4.82141254  -3.31515472  -3.55429074
  -6.04197014  -2.61533147   2.27602969  -0.76344545  -5.6329166
  -3.53239757  -5.02627094 -10.38676519  -4.18029898  -2.56653691]","[7.37749529e-01 5.42069119e-01 2.07152434e-01 9.24522858e-01
 1.29149746e-01 8.54750041e-01 3.01819789e-01 4.09703136e-01
 5.65860411e-01 5.38141216e-01 2.91856760e-01 6.46481648e-01
 6.31992363e-01 8.93478414e-01 3.32028039e-01 4.81833063e-01
 3.82474992e-01 8.26098768e-02 4.03224957e-01 2.75343947e-06]","[[-10.74835316   7.6653661 ]
 [-14.86498732   7.91155021]
 [-15.71394783   3.49858881]
 [ -8.8958752    8.09158644]
 [-17.79256265   2.3371154 ]
 [ -7.67779579   9.22430658]
 [-13.82690281   4.37884878]
 [-16.48155683   6.83873175]
 [-14.8487619    8.21845247]
 [-15.08388412   7.97530265]
 [-17.44399522   5.36005495]
 [-14.01288996   8.78222702]
 [ -7.22210168  11.77416107]
 [-12.1713119   10.644421  ]
 [-17.1943153    5.92848209]
 [-13.55548693   6.4906918 ]
 [-16.49570595   6.44316406]
 [-22.16821154   1.39468115]
 [-14.15035126   5.78975329]
 [ -3.5356191   -1.59745473]]",False
DBP_Error_STD,SBP_ED,,-1.3489587652745028,4.538917380205684e-05,[-1.96611255 -0.73180498],True
DBP_Error_STD,SBP_ED,Calibration_Technique,[ 0.45743816 -1.38970734],[6.91664966e-01 7.03785178e-05],"[[-1.83533618  2.7502125 ]
 [-2.04365792 -0.73575676]]",False
DBP_Error_STD,SBP_ED,Algorithm,"[-2.72821616  0.14184391 -0.20369833  1.08549114 -0.04622939 -2.8607905
 -0.87421037 11.74124488 -1.15972236]","[3.63546911e-01 9.62198078e-01 8.12336532e-01 7.17116782e-01
 9.87677178e-01 1.85190355e-01 5.07902635e-01 2.70437696e-04
 4.80807493e-04]","[[-8.68987502  3.2334427 ]
 [-5.82131104  6.10499887]
 [-1.91286634  1.50546967]
 [-4.88077741  7.0517597 ]
 [-6.01021082  5.91775204]
 [-7.13084772  1.40926672]
 [-3.50012594  1.75170521]
 [ 5.67770729 17.80478247]
 [-1.78749748 -0.53194725]]",False
DBP_Error_STD,SBP_ED,Dataset,"[11.65037308  3.36698912  1.83972473  3.97048454  3.27898205  2.68537932
  0.3058804   1.37359491  2.0431415  -1.3806392 ]","[2.65631697e-05 3.01255841e-01 2.79536762e-01 2.30188659e-01
 8.21622197e-02 4.17695461e-01 9.26296092e-01 6.72187169e-01
 3.42920605e-01 1.49510264e-05]","[[ 6.54075535 16.75999081]
 [-3.09463504  9.82861328]
 [-1.53396253  5.213412  ]
 [-2.58370612 10.5246752 ]
 [-0.43149265  6.98945675]
 [-3.90004503  9.27080368]
 [-6.28429425  6.89605504]
 [-5.09126998  7.8384598 ]
 [-2.23381648  6.32009949]
 [-1.96528207 -0.79599633]]",False
DBP_Error_STD,SBP_ED,Testing_Subject_Characteristics,[-1.90039505 -2.00473119 -2.4862664  -1.56647091],[4.13786671e-02 6.63967731e-02 1.11538850e-01 6.04854091e-06],"[[-3.7241733  -0.07661681]
 [-4.14913632  0.13967394]
 [-5.56444489  0.59191209]
 [-2.20075617 -0.93218566]]",False
DBP_Error_STD,SBP_ED,Sensor_Data,"[ 4.9566264   2.94607051  1.01048981  2.17023157  3.22347917  1.67404173
  1.45806492 -1.60321903  1.85091401 -0.59296002 -0.6060203   3.38960198
 -0.95850318  1.42125621  2.79840724  0.89554982  1.74363961  3.62959514
 -3.32255535  0.76985034 -1.52853555]","[2.00478141e-01 5.46478427e-01 8.01507214e-01 5.46475732e-01
 4.43799553e-01 6.43167961e-01 7.04013608e-01 7.45754424e-01
 7.07342605e-01 9.04896665e-01 9.02754272e-01 4.85435270e-01
 8.45765258e-01 7.26799194e-01 5.67274073e-01 8.56100341e-01
 6.85373366e-01 4.56348161e-01 5.06649648e-01 8.56676834e-01
 1.52668904e-04]","[[ -2.72305021  12.63630301]
 [ -6.81072087  12.70286188]
 [ -7.03007684   9.05105647]
 [ -5.01708924   9.35755237]
 [ -5.17319746  11.62015581]
 [ -5.54849896   8.89658242]
 [ -6.21597164   9.13210148]
 [-11.49193419   8.28549613]
 [ -8.00719751  11.70902554]
 [-10.52334855   9.3374285 ]
 [-10.53042504   9.31838445]
 [ -6.30828295  13.08748692]
 [-10.81660368   8.89959732]
 [ -6.71348606   9.55599847]
 [ -6.97306712  12.5698816 ]
 [ -8.98498436  10.776084  ]
 [ -6.86093092  10.34821015]
 [ -6.09212935  13.35131963]
 [-13.3109593    6.66584859]
 [ -7.75840373   9.29810442]
 [ -2.27500101  -0.78207009]]",False
DBP_Error_STD,DBP_ED,,-1.947630125242793,7.55260823361209e-08,[-2.59023819 -1.30502206],True
DBP_Error_STD,DBP_ED,Calibration_Technique,[ 0.63969458 -2.00512548],[5.40297019e-01 1.14786514e-07],"[[-1.43555414  2.71494331]
 [-2.67735876 -1.33289221]]",False
DBP_Error_STD,DBP_ED,Algorithm,"[-1.70152048 -0.25274792  0.1190652   1.50180783  0.54928701 -2.56727221
 -0.86898602 11.22924652 -1.76892401]","[5.30376491e-01 9.25659804e-01 8.78462282e-01 5.79219773e-01
 8.39091567e-01 1.88933584e-01 4.65088403e-01 1.26619014e-04
 7.18128554e-07]","[[-7.09736205  3.6943211 ]
 [-5.65144119  5.14594534]
 [-1.43264522  1.67077561]
 [-3.88888177  6.89249742]
 [-4.84131795  5.93989197]
 [-6.43299862  1.29845421]
 [-3.23447156  1.49649951]
 [ 5.75827551 16.70021752]
 [-2.40590027 -1.13194775]]",False
DBP_Error_STD,DBP_ED,Dataset,"[10.13596001  3.17636082  1.2144846   1.81350767  2.75493702 -0.17409945
  0.03011365  1.27648701  1.96085106 -1.83868795]","[6.21678832e-05 2.87193961e-01 4.31303723e-01 5.42163004e-01
 1.04519509e-01 9.53247592e-01 9.92001524e-01 6.67663230e-01
 3.20447541e-01 6.50742324e-08]","[[ 5.44247688 14.82944313]
 [-2.74402627  9.09674791]
 [-1.85389324  4.28286245]
 [-4.10838313  7.73539848]
 [-0.5892473   6.09912133]
 [-6.09432795  5.74612904]
 [-5.95881426  6.01904155]
 [-4.64599946  7.19897348]
 [-1.95677894  5.87848105]
 [-2.43161772 -1.24575817]]",False
DBP_Error_STD,DBP_ED,Testing_Subject_Characteristics,[-1.4083977  -1.33705432 -0.99847573 -2.0244223 ],[9.60711618e-02 1.73088362e-01 5.28938523e-01 5.63510835e-08],"[[-3.07427093  0.25747553]
 [-3.27606301  0.60195437]
 [-4.14993808  2.15298661]
 [-2.6810259  -1.3678187 ]]",False
DBP_Error_STD,DBP_ED,Sensor_Data,"[ 1.11142208 -0.1006755  -2.97366621 -0.59918853 -2.93856294 -0.5020979
 -1.75504101 -5.28038256 -2.85244221 -2.88826159 -1.54856357 -2.69196424
 -0.83163451 -0.19834899 -2.09477574 -0.45789303 -0.98459085 -6.92906958
 -1.77798349 -2.14677611]","[7.57079175e-01 9.81918713e-01 4.28983298e-01 8.56507589e-01
 4.55509983e-01 8.78954393e-01 6.21567078e-01 2.49030604e-01
 5.26946797e-01 5.21648901e-01 7.27871990e-01 5.45630568e-01
 8.22439767e-01 9.64446792e-01 6.42671577e-01 9.06773299e-01
 8.25855438e-01 1.36262065e-01 6.47905872e-01 7.38769822e-07]","[[ -6.07498811   8.29783228]
 [ -8.98978363   8.78843263]
 [-10.47183469   4.52450226]
 [ -7.22896635   6.0305893 ]
 [-10.79466857   4.91754269]
 [ -7.09856215   6.09436635]
 [ -8.86028667   5.35020465]
 [-14.381703     3.82093789]
 [-11.85499418   6.15010976]
 [-11.88768059   6.1111574 ]
 [-10.44840919   7.35128205]
 [-11.58832346   6.20439499]
 [ -8.24539674   6.58212771]
 [ -9.10275409   8.7060561 ]
 [-11.11902036   6.92946888]
 [ -8.28141098   7.36562492]
 [ -9.93705325   7.96787155]
 [-16.1250723    2.26693313]
 [ -9.56010336   6.00413639]
 [ -2.90319278  -1.39035944]]",False
SBP_ED,DBP_ED,,0.9402823798714315,3.3058993957519857e-18,[0.78353687 1.09702789],True
SBP_ED,DBP_ED,Calibration_Technique,[0.324426   0.91112317],[2.00736766e-01 7.90813170e-17],"[[-0.17684267  0.82569467]
 [ 0.7487477   1.07349864]]",False
SBP_ED,DBP_ED,Algorithm,"[-0.64586275  0.04886917  0.14979673 -0.40950783 -0.46815011 -0.14377032
 -0.28055205 -0.47522256  0.89964622]","[3.89433482e-01 9.47939180e-01 4.87118543e-01 5.84199767e-01
 5.31715118e-01 7.88552563e-01 3.93754567e-01 5.31635054e-01
 1.31755304e-14]","[[-2.13676427  0.84503877]
 [-1.44282028  1.54055863]
 [-0.27894962  0.57854309]
 [-1.89898583  1.07997017]
 [-1.95760472  1.02130451]
 [-1.21189238  0.92435173]
 [-0.93414908  0.37304497]
 [-1.98688277  1.03643764]
 [ 0.72364608  1.07564636]]",False
SBP_ED,DBP_ED,Dataset,"[0.8561345  0.18553496 0.55628078 1.66483747 0.70737925 2.10829635
 0.8169178  0.18774981 0.14341933 0.9279264 ]","[1.80040062e-01 8.16453082e-01 1.82673454e-01 4.09152412e-02
 1.21036887e-01 1.04039487e-02 3.14407903e-01 8.14367361e-01
 7.86297771e-01 1.05866931e-16]","[[-0.40695819  2.11922719]
 [-1.40773755  1.77880747]
 [-0.26946963  1.3820312 ]
 [ 0.07116028  3.25851465]
 [-0.19259517  1.60735367]
 [ 0.51506652  3.70152618]
 [-0.79480016  2.42863575]
 [-1.40608768  1.78158729]
 [-0.91087866  1.19771731]
 [ 0.76835935  1.08749345]]",False
SBP_ED,DBP_ED,Testing_Subject_Characteristics,[-0.41372099 -0.57534796 -0.94909729  0.93109941],[3.48511849e-02 1.23269824e-02 1.11416019e-02 2.00920754e-18],"[[-0.79706128 -0.03038071]
 [-1.02154046 -0.12915546]
 [-1.67429202 -0.22390257]
 [ 0.78000591  1.08219291]]",True
SBP_ED,DBP_ED,Sensor_Data,"[1.24085563 1.04741983 1.37875519 0.76085414 2.89022229 0.5128942
 0.95016392 1.03611875 0.2881659  0.30916067 2.25922395 0.17088072
 0.38579423 0.9784345  0.72479991 0.3582377  1.93009119 0.83600852
 0.66444284 1.02101224]","[7.11773188e-02 2.13948324e-01 5.52212278e-02 2.25923572e-01
 2.74505796e-04 4.09996553e-01 1.59392533e-01 2.29610136e-01
 7.33697342e-01 7.15043711e-01 9.26178599e-03 8.38171670e-01
 5.80593077e-01 2.45976971e-01 3.94845574e-01 6.26710733e-01
 2.56247877e-02 3.36029921e-01 3.65967371e-01 6.84355322e-19]","[[-0.11131767  2.59302892]
 [-0.62512797  2.71996764]
 [-0.0320776   2.78958798]
 [-0.48658488  2.00829317]
 [ 1.41204112  4.36840346]
 [-0.72827664  1.75406504]
 [-0.3867377   2.28706554]
 [-0.67635829  2.74859579]
 [-1.40572716  1.98205896]
 [-1.3841429   2.00246424]
 [ 0.58465581  3.93379209]
 [-1.50303143  1.84479287]
 [-1.00915693  1.7807454 ]
 [-0.69699154  2.65386053]
 [-0.97317477  2.4227746 ]
 [-1.11381187  1.83028727]
 [ 0.24562283  3.61455955]
 [-0.89428365  2.56630069]
 [-0.79981739  2.12870307]
 [ 0.87868716  1.16333732]]",False
